ds,y
2021-08-24,332.77978515625
2021-08-25,333.9788818359375
2021-08-26,337.240478515625
2021-08-27,340.7419128417969
2021-08-30,341.26953125
2021-08-31,354.4118957519531
2021-09-01,362.32611083984375
2021-09-02,352.0616149902344
2021-09-03,360.50341796875
2021-09-06,359.4482116699219
2021-09-07,354.2200622558594
2021-09-08,345.7782287597656
2021-09-09,346.4497375488281
2021-09-13,347.45703125
2021-09-14,346.5936279296875
2021-09-15,345.63433837890625
2021-09-16,342.1808776855469
2021-09-17,332.77978515625
2021-09-20,323.09088134765625
2021-09-21,330.71734619140625
2021-09-22,329.0864562988281
2021-09-23,324.8656005859375
2021-09-24,325.8728332519531
2021-09-27,323.18682861328125
2021-09-28,318.53424072265625
2021-09-29,319.1098022460937
2021-09-30,303.5692138671875
2021-10-01,295.84686279296875
2021-10-04,298.0052795410156
2021-10-05,325.3452453613281
2021-10-06,309.3249816894531
2021-10-07,310.236328125
2021-10-08,309.13311767578125
2021-10-11,311.4834289550781
2021-10-12,317.5269775390625
2021-10-13,313.4978942871094
2021-10-14,312.73046875
2021-10-18,308.46160888671875
2021-10-19,306.9267272949219
2021-10-20,299.2523803710937
2021-10-21,300.2117004394531
2021-10-22,300.8831787109375
2021-10-25,298.86865234375
2021-10-26,309.0851745605469
2021-10-27,311.96307373046875
2021-10-28,311.57928466796875
2021-10-29,316.5676574707031
2021-11-01,321.26824951171875
2021-11-02,324.9136047363281
2021-11-03,329.5661315917969
2021-11-04,333.21148681640625
2021-11-08,343.57183837890625
2021-11-09,343.81170654296875
2021-11-10,335.5137634277344
2021-11-11,335.8494873046875
2021-11-12,344.0995178222656
2021-11-15,336.8567810058594
2021-11-16,345.2026672363281
2021-11-17,339.5907592773437
2021-11-18,335.8494873046875
2021-11-22,329.9498596191406
2021-11-23,334.2187194824219
2021-11-24,320.1650390625
2021-11-25,313.8337097167969
2021-11-26,290.2349853515625
2021-11-29,296.278564453125
2021-11-30,300.1637268066406
2021-12-01,296.3744812011719
2021-12-02,304.76837158203125
2021-12-03,300.0677795410156
2021-12-06,297.2378845214844
2021-12-07,298.3890075683594
2021-12-08,305.9194641113281
2021-12-09,323.09088134765625
2021-12-10,323.18682861328125
2021-12-13,323.95428466796875
2021-12-14,328.65484619140625
2021-12-15,329.7579650878906
2021-12-16,335.8015441894531
2021-12-17,336.9527282714844
2021-12-20,334.36260986328125
2021-12-21,330.6693420410156
2021-12-22,334.2187194824219
2021-12-23,320.5008239746094
2021-12-24,322.5152893066406
2021-12-27,319.3976135253906
2021-12-28,319.87725830078125
2021-12-29,328.03125
2021-12-30,325.5850524902344
2021-12-31,326.064697265625
2022-01-03,334.2666931152344
2022-01-04,333.499267578125
2022-01-05,328.9425964355469
2022-01-06,344.29132080078125
2022-01-07,343.04425048828125
2022-01-10,345.2506408691406
2022-01-11,335.7535705566406
2022-01-12,335.0820617675781
2022-01-13,337.04864501953125
2022-01-14,351.4860534667969
2022-01-17,349.231689453125
2022-01-18,333.8349914550781
2022-01-19,337.14459228515625
2022-01-20,337.0006408691406
2022-01-21,352.541259765625
2022-01-24,337.0006408691406
2022-01-25,337.33642578125
2022-01-27,335.8494873046875
2022-01-28,345.9700927734375
2022-01-31,346.78546142578125
2022-02-01,349.0877685546875
2022-02-02,374.5091247558594
2022-02-03,367.3623962402344
2022-02-04,354.795654296875
2022-02-07,355.03546142578125
2022-02-08,342.9483337402344
2022-02-09,351.7738342285156
2022-02-10,354.17205810546875
2022-02-11,351.67791748046875
2022-02-14,343.52392578125
2022-02-15,345.3945007324219
2022-02-16,351.9177551269531
2022-02-17,351.1982421875
2022-02-18,340.7898864746094
2022-02-21,335.0820617675781
2022-02-22,324.5777587890625
2022-02-23,327.8393859863281
2022-02-24,309.75665283203125
2022-02-25,316.5196838378906
2022-02-28,329.7579650878906
2022-03-02,324.5298156738281
2022-03-03,321.508056640625
2022-03-04,317.6708679199219
2022-03-07,331.9643249511719
2022-03-08,325.3452453613281
2022-03-09,325.2972412109375
2022-03-10,332.77978515625
2022-03-11,355.3232116699219
2022-03-14,353.69244384765625
2022-03-15,354.0281677246094
2022-03-16,350.0950927734375
2022-03-17,366.6429138183594
2022-03-21,354.4118957519531
2022-03-22,345.9221496582031
2022-03-23,321.3641662597656
2022-03-24,313.449951171875
2022-03-25,310.5721130371094
2022-03-28,302.6578674316406
2022-03-29,308.8453674316406
2022-03-30,328.7987060546875
2022-03-31,326.688232421875
2022-04-01,328.55889892578125
2022-04-04,335.3218994140625
2022-04-05,330.23760986328125
2022-04-06,325.441162109375
2022-04-07,320.069091796875
2022-04-08,318.0545654296875
2022-04-11,326.3525085449219
2022-04-12,319.7333374023437
2022-04-13,321.74786376953125
2022-04-18,313.01824951171875
2022-04-19,319.445556640625
2022-04-20,323.95428466796875
2022-04-21,323.09088134765625
2022-04-22,321.26824951171875
2022-04-25,328.8466491699219
2022-04-26,319.82928466796875
2022-04-27,322.56329345703125
2022-04-28,321.6039428710937
2022-04-29,313.641845703125
2022-05-02,308.0779113769531
2022-05-04,308.0299987792969
2022-05-05,311.2436218261719
2022-05-06,295.55908203125
2022-05-09,294.59979248046875
2022-05-10,279.538818359375
2022-05-11,284.9588317871094
2022-05-12,270.80926513671875
2022-05-13,292.1055908203125
2022-05-16,299.5401611328125
2022-05-17,305.9194641113281
2022-05-18,302.17822265625
2022-05-19,292.7771301269531
2022-05-20,304.0968017578125
2022-05-23,291.24224853515625
2022-05-24,300.4994812011719
2022-05-25,301.21893310546875
2022-05-26,291.86578369140625
2022-05-27,282.2248840332031
2022-05-30,291.29022216796875
2022-05-31,274.1188049316406
2022-06-01,277.6202392578125
2022-06-02,271.3368835449219
2022-06-03,268.26708984375
2022-06-06,266.3965148925781
2022-06-07,260.3529357910156
2022-06-08,244.0448760986328
2022-06-09,250.7120361328125
2022-06-10,247.4503936767578
2022-06-13,237.2818756103516
2022-06-14,220.9738311767578
2022-06-15,222.12496948242188
2022-06-16,215.8415985107422
2022-06-17,227.8327789306641
2022-06-20,219.966552734375
2022-06-21,233.2528076171875
2022-06-22,234.54788208007807
2022-06-23,244.5245361328125
2022-06-24,263.42266845703125
2022-06-27,255.84425354003903
2022-06-28,255.0768280029297
2022-06-29,254.93289184570312
2022-06-30,270.3295593261719
2022-07-01,280.0185241699219
2022-07-04,266.10870361328125
2022-07-05,251.57534790039065
2022-07-06,252.8224334716797
2022-07-07,256.0361022949219
2022-07-08,262.2235412597656
2022-07-11,263.99822998046875
2022-07-12,268.6508483886719
2022-07-13,269.0825500488281
2022-07-14,269.1784362792969
2022-07-15,253.35006713867188
2022-07-18,259.4416198730469
2022-07-19,264.4779052734375
2022-07-20,271.2889099121094
2022-07-21,259.6334533691406
2022-07-22,261.1683349609375
2022-07-25,267.5956726074219
2022-07-26,264.1900939941406
2022-07-27,260.7366027832031
2022-07-28,268.458984375
2022-07-29,270.80926513671875
2022-08-01,279.0591735839844
2022-08-02,280.5461120605469
2022-08-03,279.3470153808594
2022-08-04,278.2917785644531
2022-08-05,283.6158752441406
2022-08-08,277.3324584960937
2022-08-10,271.14501953125
2022-08-11,270.2816162109375
2022-08-12,277.3324584960937
2022-08-16,283.8556823730469
2022-08-17,305.10406494140625
2022-08-18,305.3918762207031
2022-08-19,296.03875732421875
2022-08-22,302.60992431640625
2022-08-23,335.0341491699219
2022-08-24,323.5225524902344
2022-08-25,318.6781311035156
2022-08-26,335.13006591796875
2022-08-29,339.8785705566406
2022-08-30,345.106689453125
2022-09-01,337.57623291015625
2022-09-02,339.49481201171875
2022-09-05,338.9192199707031
2022-09-06,333.499267578125
2022-09-07,345.82623291015625
2022-09-08,343.47589111328125
2022-09-09,336.1853332519531
2022-09-12,328.750732421875
2022-09-13,336.616943359375
2022-09-14,335.5617370605469
2022-09-15,312.73046875
2022-09-16,314.8409423828125
2022-09-19,297.1419372558594
2022-09-20,298.3890075683594
2022-09-21,285.3905639648437
2022-09-22,302.99365234375
2022-09-23,300.4994812011719
2022-09-26,292.68115234375
2022-09-27,291.8178405761719
2022-09-28,297.0939636230469
2022-09-29,291.29022216796875
2022-09-30,294.7915954589844
2022-10-03,296.7582397460937
2022-10-04,301.1230163574219
2022-10-06,295.84686279296875
2022-10-07,293.2088623046875
2022-10-10,291.05035400390625
2022-10-11,288.2684326171875
2022-10-12,289.8512878417969
2022-10-13,288.93994140625
2022-10-14,289.6114501953125
2022-10-17,318.1025390625
2022-10-18,320.02117919921875
2022-10-19,307.02264404296875
2022-10-20,313.3540344238281
2022-10-21,300.0677795410156
2022-10-24,306.0154113769531
2022-10-25,305.8714904785156
2022-10-27,299.588134765625
2022-10-28,301.3148803710937
2022-10-31,302.8497619628906
2022-11-01,311.1955871582031
2022-11-02,311.0996398925781
2022-11-03,311.0037536621094
2022-11-04,311.0517272949219
2022-11-07,304.24072265625
2022-11-09,309.4688720703125
2022-11-10,313.3060607910156
2022-11-11,309.0851745605469
2022-11-14,311.2436218261719
2022-11-15,304.8163146972656
2022-11-16,308.701416015625
2022-11-17,311.6752319335937
2022-11-18,305.58367919921875
2022-11-21,302.082275390625
2022-11-22,300.0198059082031
2022-11-23,302.0343322753906
2022-11-24,302.1302490234375
2022-11-25,300.54742431640625
2022-11-28,300.7872619628906
2022-11-29,302.274169921875
2022-11-30,301.0270690917969
2022-12-01,299.3482971191406
2022-12-02,297.7174987792969
2022-12-05,299.92388916015625
2022-12-06,293.5924987792969
2022-12-07,295.5111389160156
2022-12-08,289.7660522460937
2022-12-09,296.18701171875
2022-12-12,292.13165283203125
2022-12-13,288.8004455566406
2022-12-14,291.06951904296875
2022-12-15,292.90411376953125
2022-12-16,291.3591613769531
2022-12-19,288.6073608398437
2022-12-20,288.365966796875
2022-12-21,289.4280700683594
